,房屋名称,房屋链接,房屋位置,房屋位置链接,楼层,建造时间,几室几厅,房屋面积,朝向,关注人数,发布时间
711,锦江华庭3居室，双花园，看河。适宜居家,https://cd.ke.com/ershoufang/20021817710100110051.html,锦江华庭,https://cd.ke.com/xiaoqu/1611059189106/,高楼层(共21层),2007年建,3室2厅,139.1平米,南北,5,23天前发布
712,卓锦城六期套三双卫朝南带阳台视野开阔,https://cd.ke.com/ershoufang/20021817710100107752.html,卓锦城六期,https://cd.ke.com/xiaoqu/1611047075553/,高楼层(共31层),2014年建,3室2厅,88.41平米,南,16,23天前发布
713,晶蓝半岛二期3室1厅西南,https://cd.ke.com/ershoufang/20021817710100103299.html,晶蓝半岛二期,https://cd.ke.com/xiaoqu/1611041544330/,高楼层(共26层),2008年建,3室1厅,125.07平米,西南,6,23天前发布
714,带大平台精装套三，设计精致，拎包入住,https://cd.ke.com/ershoufang/20021817710100102387.html,海棠佳苑,https://cd.ke.com/xiaoqu/169894157102319/,低楼层(共32层),2015年建,3室2厅,88.56平米,东南,49,23天前发布
715,钢五区套二看房约租客房屋户型方正,https://cd.ke.com/ershoufang/20021817710100100635.html,钢管厂五区,https://cd.ke.com/xiaoqu/1611041510821/,高楼层(共7层),2001年建,2室1厅,69.54平米,东,24,23天前发布
716,望江水岸3室1厅东南南,https://cd.ke.com/ershoufang/20021717710100117384.html,望江水岸,https://cd.ke.com/xiaoqu/3011053582336/,低楼层(共31层),2010年建,3室1厅,112.31平米,东南南,6,24天前发布
717,鑫苑名家标准大套二户型方正房东诚售,https://cd.ke.com/ershoufang/20021717710100113131.html,鑫苑名家二期,https://cd.ke.com/xiaoqu/1611047301096/,低楼层(共34层),2012年建,2室1厅,81.26平米,南,15,24天前发布
718,卓锦城二期2室1厅东南,https://cd.ke.com/ershoufang/20021717710100110750.html,卓锦城二期,https://cd.ke.com/xiaoqu/1611047071451/,中楼层(共18层),2008年建,2室1厅,93.95平米,东南,24,24天前发布
719,房本满两年，无增值税。低楼层带花园,https://cd.ke.com/ershoufang/20021717710100109165.html,静居嘉苑,https://cd.ke.com/xiaoqu/3011053920649/,低楼层(共6层),2005年建,2室1厅,88.75平米,东南,7,24天前发布
720,新房源全跃层户型实际面积272平米，全朝南户型,https://cd.ke.com/ershoufang/20021717710100106133.html,融创四海逸家,https://cd.ke.com/xiaoqu/1611100689584/,低楼层(共40层),2015年建,4室1厅,124.39平米,西南,36,24天前发布
721,帕丽湾临公园居家大套二环境优美,https://cd.ke.com/ershoufang/20021717710100105042.html,帕丽湾,https://cd.ke.com/xiaoqu/3011053201349/,高楼层(共27层),2008年建,2室2厅,96.19平米,南北,7,24天前发布
722,蓝光凯丽香江-2楼标准车位电梯口,https://cd.ke.com/ershoufang/20021717710100103847.html,蓝光凯丽香江,https://cd.ke.com/xiaoqu/1611041618870/,地下室(共层)1室1厅,35.15平米,南,,,0,24天前发布
723,红星国际小户型，带生活阳台，住家装修，采光好,https://cd.ke.com/ershoufang/20021717710100100930.html,红星国际,https://cd.ke.com/xiaoqu/1611059130055/,高楼层(共34层),2012年建,1室0厅,42.23平米,南,3,24天前发布
724,锦江印象标准套二户型，户型方正，三面采光,https://cd.ke.com/ershoufang/20021717710100100660.html,锦江印象,https://cd.ke.com/xiaoqu/1611041514043/,高楼层(共31层),2008年建,2室1厅,82平米,南,0,24天前发布
725,蓝谷地天域3室2厅东南,https://cd.ke.com/ershoufang/20021617710100123915.html,蓝谷地天域,https://cd.ke.com/xiaoqu/3011053261179/,中楼层(共31层),2012年建,3室2厅,89.67平米,东南,5,25天前发布
726,翡翠城二期17栋车位能停三厢车距离电梯口进,https://cd.ke.com/ershoufang/20021617710100122442.html,翡翠城二期,https://cd.ke.com/xiaoqu/1611043129257/,地下室(共1层)1室0厅,26.78平米,南,,,0,25天前发布
727,！！高利用率，采光好，视野好！！,https://cd.ke.com/ershoufang/20021617710100121029.html,万科金润华府,https://cd.ke.com/xiaoqu/1611057882526/,中楼层(共35层),2012年建,2室2厅,65.2平米,西南,0,25天前发布
728,俊发星雅俊园1室1厅东南,https://cd.ke.com/ershoufang/20021617710100120956.html,俊发星雅俊园,https://cd.ke.com/xiaoqu/1611060973372/,低楼层(共37层),2015年建,1室1厅,37.85平米,东南,0,25天前发布
729,锦江区首创娇子一号清水套三诚心出售,https://cd.ke.com/ershoufang/20021617710100112153.html,首创娇子1号,https://cd.ke.com/xiaoqu/166872826916790/,低楼层(共34层),2018年建,3室2厅,85.72平米,西,2,25天前发布
730,ICC天曜满二年、带装修套二！业主极为诚心！,https://cd.ke.com/ershoufang/20021617710100111481.html,ICC天曜,https://cd.ke.com/xiaoqu/1611063595516/,低楼层(共39层),2015年建,2室1厅,103.06平米,北,1,25天前发布
731,万科金润华府精装套三中间楼层未住过人,https://cd.ke.com/ershoufang/20021617710100109859.html,万科金润华府,https://cd.ke.com/xiaoqu/1611057882526/,中楼层(共35层),2012年建,3室1厅,73.77平米,东南,21,25天前发布
732,套二变套三户型，精装自住，装修保养好,https://cd.ke.com/ershoufang/20021617710100104474.html,锦江城市花园二期,https://cd.ke.com/xiaoqu/1611041538906/,中楼层(共34层),2011年建,2室2厅,72.13平米,东北,1,25天前发布
733,锦江区简装修低总价房源，保养好，房龄新。,https://cd.ke.com/ershoufang/20021617710100103349.html,俊发星雅俊园,https://cd.ke.com/xiaoqu/1611060973372/,高楼层(共37层),2015年建,1室1厅,39平米,西南,0,25天前发布
734,东方阳光城B区标准套一户型方正采光好,https://cd.ke.com/ershoufang/20021617710100102360.html,东方阳光城B区,https://cd.ke.com/xiaoqu/3011052689350/,中楼层(共6层),2005年建,1室1厅,44.22平米,北,10,25天前发布
735,带装修4.9米跃层，目前在租。业主诚心出售,https://cd.ke.com/ershoufang/20021617710100101552.html,俊发星雅俊园,https://cd.ke.com/xiaoqu/1611060973372/,低楼层(共37层),2015年建,1室1厅,40.88平米,东,0,25天前发布
736,锦江国际花园3室1厅南北,https://cd.ke.com/ershoufang/20021617710100100637.html,锦江国际花园,https://cd.ke.com/xiaoqu/1611062710807/,低楼层(共34层),2016年建,3室1厅,84.2平米,南北,0,25天前发布
737,东城印象小区2室2厅东南,https://cd.ke.com/ershoufang/20021617710100100527.html,东城印象小区,https://cd.ke.com/xiaoqu/1611063610252/,高楼层(共28层),2017年建,2室2厅,68平米,东南,0,25天前发布
738,瑞升望江橡树林二期3室1厅南,https://cd.ke.com/ershoufang/20021517710100116648.html,瑞升望江橡树林二期,https://cd.ke.com/xiaoqu/1611047229565/,高楼层(共34层),2011年建,3室1厅,89平米,南,18,26天前发布
739,蜀都花园4室2厅东南,https://cd.ke.com/ershoufang/20021517710100113920.html,蜀都花园,https://cd.ke.com/xiaoqu/1611041540545/,高楼层(共18层),2003年建,4室2厅,218.85平米,东南,5,26天前发布
740,海成大厦3室2厅东南,https://cd.ke.com/ershoufang/20021517710100112465.html,海成大厦,https://cd.ke.com/xiaoqu/1611043092235/,高楼层(共19层),2000年建,3室2厅,187.83平米,东南,4,26天前发布
741,环球汇蔚然1室0厅东南,https://cd.ke.com/ershoufang/20021517710100109045.html,环球汇蔚然,https://cd.ke.com/xiaoqu/1620025408694359/,中楼层(共35层),2019年建,1室0厅,34平米,东南,0,26天前发布
742,华韵天府3室2厅东北,https://cd.ke.com/ershoufang/20021517710100105862.html,华韵天府,https://cd.ke.com/xiaoqu/1611047922039/,中楼层(共39层),2013年建,3室2厅,71.91平米,东北,7,26天前发布
743,户型好中间楼层精装修套二品牌家具家电,https://cd.ke.com/ershoufang/20021517710100101347.html,俊发星雅俊园,https://cd.ke.com/xiaoqu/1611060973372/,中楼层(共33层),2015年建,2室1厅,67.21平米,西北,16,26天前发布
744,卓锦城六期紫郡朝南户型方正中高楼层,https://cd.ke.com/ershoufang/20021517710100100265.html,卓锦城六期,https://cd.ke.com/xiaoqu/1611047075553/,中楼层(共32层),2014年建,3室1厅,87.8平米,东南,52,26天前发布
745,塔子山壹号3室1厅东南,https://cd.ke.com/ershoufang/20021417710100126380.html,塔子山壹号,https://cd.ke.com/xiaoqu/1611058895651/,高楼层(共34层),2015年建,3室1厅,82平米,东南,1,27天前发布
746,顶楼通透套二，方正户型，公摊小。,https://cd.ke.com/ershoufang/20021417710100122226.html,金红园,https://cd.ke.com/xiaoqu/1611061370262/,高楼层(共7层),2003年建,2室1厅,72.5平米,南,0,27天前发布
747,融创四海逸家清水套四，产权124平米.朝南！,https://cd.ke.com/ershoufang/20021417710100120644.html,融创四海逸家,https://cd.ke.com/xiaoqu/1611100689584/,高楼层(共40层),2015年建,4室1厅,124平米,东南西南,13,27天前发布
748,比华利国际城三期*装修套三有钥匙方便看房,https://cd.ke.com/ershoufang/20021417710100111951.html,比华利国际城三期,https://cd.ke.com/xiaoqu/3011053478981/,中楼层(共22层),2014年建,3室1厅,79.21平米,东南,21,27天前发布
749,改善套二，户型方正，客厅带大阳台,https://cd.ke.com/ershoufang/20021417710100110831.html,锦江城市花园一期,https://cd.ke.com/xiaoqu/1611041539854/,中楼层(共34层),2009年建,2室1厅,89.4平米,西北,24,27天前发布
750,塔子山地铁口+精装套三+对中庭安静舒适+从未住人,https://cd.ke.com/ershoufang/20021417710100108519.html,塔子山壹号,https://cd.ke.com/xiaoqu/1611058895651/,高楼层(共34层),2015年建,3室1厅,95.92平米,南北,17,27天前发布
751,东方阳光城b区标准套一户型方正客厅带阳台,https://cd.ke.com/ershoufang/20021417710100106538.html,东方阳光城B区,https://cd.ke.com/xiaoqu/3011052689350/,中楼层(共6层),2005年建,1室1厅,40.45平米,南,49,27天前发布
752,华熙528盈都标准套二毛培房户型方正,https://cd.ke.com/ershoufang/20021417710100104217.html,华熙528艺术村盈都,https://cd.ke.com/xiaoqu/1620028588386981/,高楼层(共32层)2室2厅,80平米,东,,,0,27天前发布
753,精装小套三地铁口塔子山壹号急售,https://cd.ke.com/ershoufang/20021417710100102566.html,塔子山壹号,https://cd.ke.com/xiaoqu/1611058895651/,低楼层(共34层),2015年建,3室1厅,82.22平米,南北,33,27天前发布
754,万科金色城市标准套二精装修,https://cd.ke.com/ershoufang/20021417710100101625.html,万科金色城市,https://cd.ke.com/xiaoqu/1611064018200/,高楼层(共35层),2015年建,2室1厅,72平米,东南,3,27天前发布
755,澳龙名城1室0厅东南,https://cd.ke.com/ershoufang/20021417710100101594.html,澳龙名城,https://cd.ke.com/xiaoqu/1611041481744/,地下室(共1层),2009年建,1室0厅,31.23平米,东南,0,27天前发布
756,清水小套二，房子安静交通便利。,https://cd.ke.com/ershoufang/20021317710100118991.html,四川省农科院宿舍(成龙路),https://cd.ke.com/xiaoqu/1620031482508485/,高楼层(共5层)2室1厅,61.69平米,南西南北,,,0,28天前发布
757,牛市口地铁，一楼带花园的套二。,https://cd.ke.com/ershoufang/20021317710100116160.html,水碾河路6号,https://cd.ke.com/xiaoqu/1611043142374/,低楼层(共6层),1995年建,2室1厅,63.88平米,南,4,28天前发布
758,澳龙名城2室1厅东北,https://cd.ke.com/ershoufang/20021317710100111116.html,澳龙名城,https://cd.ke.com/xiaoqu/1611041481744/,中楼层(共16层),2009年建,2室1厅,80.87平米,东北,2,28天前发布
759,此房标准套三户型方正彩光视野好,https://cd.ke.com/ershoufang/20021317710100108579.html,领域,https://cd.ke.com/xiaoqu/1611061091843/,低楼层(共6层),2005年建,3室2厅,101平米,南北,0,28天前发布
760,西丁字街3号2室1厅南,https://cd.ke.com/ershoufang/20021217710100115512.html,西丁字街3号,https://cd.ke.com/xiaoqu/3011054674828/,中楼层(共8层),1999年建,2室1厅,77.39平米,南,5,29天前发布
761,锦江二环内电梯小高层精装套一满五唯一,https://cd.ke.com/ershoufang/20021217710100109842.html,国润新锦江,https://cd.ke.com/xiaoqu/1611041547324/,高楼层(共13层),2005年建,1室1厅,49.34平米,东北,2,29天前发布
762,华宇套二，精装自住装修，看公园，位置安静,https://cd.ke.com/ershoufang/20021217710100109369.html,华宇广场,https://cd.ke.com/xiaoqu/1611062702646/,中楼层(共31层),2017年建,2室1厅,74.89平米,西南,2,29天前发布
763,绿地468云玺四期3室2厅东南,https://cd.ke.com/ershoufang/20021117710100124257.html,绿地468云玺四期,https://cd.ke.com/xiaoqu/1613470195003830/,中楼层(共39层),2015年建,3室2厅,107.32平米,东南,5,30天前发布
764,王家坝街23号1室1厅南,https://cd.ke.com/ershoufang/20021117710100122062.html,王家坝街23号,https://cd.ke.com/xiaoqu/168438230822110/,低楼层(共6层),1999年建,1室1厅,45平米,南,0,30天前发布
765,致瑞雅苑B区4室2厅南,https://cd.ke.com/ershoufang/20021117710100121942.html,致瑞雅苑B区,https://cd.ke.com/xiaoqu/168480461959337/,中楼层(共28层),2015年建,4室2厅,153.63平米,南,4,30天前发布
766,绿地468云玺五期3室1厅东南,https://cd.ke.com/ershoufang/20021117710100120169.html,绿地468云玺五期,https://cd.ke.com/xiaoqu/1620026673981109/,低楼层(共39层),2016年建,3室1厅,89.5平米,东南,0,30天前发布
767,多层套三，实际面积大，满两年，无增值税，双证齐全,https://cd.ke.com/ershoufang/20021117710100119912.html,福字街1号,https://cd.ke.com/xiaoqu/1611099497630/,中楼层(共7层)3室1厅,80.93平米,东南,,,0,30天前发布
768,住家套三，有家具家电，厨房带转角生活阳台,https://cd.ke.com/ershoufang/20021117710100110619.html,华韵天府,https://cd.ke.com/xiaoqu/1611047922039/,高楼层(共39层),2013年建,3室1厅,70.12平米,西北,0,30天前发布
769,华宇广场1室0厅东南,https://cd.ke.com/ershoufang/20021117710100109737.html,华宇广场,https://cd.ke.com/xiaoqu/1611062702646/,高楼层(共18层),2017年建,1室0厅,49平米,东南,0,30天前发布
770,本房是金府花园套二单卫户型，精装修双地铁环境好。,https://cd.ke.com/ershoufang/20021117710100107461.html,金府花园,https://cd.ke.com/xiaoqu/1611043344612/,中楼层(共28层),2004年建,2室1厅,88.14平米,西,12,30天前发布
771,锦江国际套三出售，视野开阔，西南朝向，位置安静不吵,https://cd.ke.com/ershoufang/20021117710100106635.html,锦江国际花园,https://cd.ke.com/xiaoqu/1611062710807/,高楼层(共42层),2016年建,3室2厅,84.09平米,西南,1,30天前发布
772,低楼层带平台出行方便简单装修,https://cd.ke.com/ershoufang/20021117710100104798.html,锦江城市花园一期,https://cd.ke.com/xiaoqu/1611041539854/,低楼层(共34层),2009年建,2室1厅,89平米,北,4,30天前发布
773,房屋精装修保养很好，客厅带阳台。,https://cd.ke.com/ershoufang/20021017710100116014.html,卓锦城六期,https://cd.ke.com/xiaoqu/1611047075553/,高楼层(共31层),2014年建,3室1厅,89.65平米,东南,9,1月前发布
774,镏金岁月2室1厅北,https://cd.ke.com/ershoufang/20021017710100115655.html,镏金岁月,https://cd.ke.com/xiaoqu/1611041550235/,中楼层(共33层),2010年建,2室1厅,74.45平米,北,0,1月前发布
775,蜀都花园跃层套二，业主诚心出售,https://cd.ke.com/ershoufang/20021017710100108973.html,蜀都花园,https://cd.ke.com/xiaoqu/1611041540545/,高楼层(共20层),2003年建,2室2厅,95.04平米,东,4,1月前发布
776,尖东旺座二期1室1厅南,https://cd.ke.com/ershoufang/20021017710100109161.html,尖东旺座二期,https://cd.ke.com/xiaoqu/1611041550511/,高楼层(共15层),2004年建,1室1厅,43.89平米,南,8,1月前发布
777,澳龙名城3室1厅西北,https://cd.ke.com/ershoufang/20021017710100105973.html,澳龙名城,https://cd.ke.com/xiaoqu/1611041481744/,高楼层(共33层),2009年建,3室1厅,106.55平米,西北,6,1月前发布
778,住宅楼盘，房子现在在出租中，看房提前预约,https://cd.ke.com/ershoufang/20020917710100120458.html,皇城公寓,https://cd.ke.com/xiaoqu/1611059127976/,中楼层(共24层),2003年建,3室1厅,102.52平米,东南,2,1月前发布
779,SOHO我的寓所住家装修房间带阳台和飘窗,https://cd.ke.com/ershoufang/20020917710100116741.html,SOHO我的寓所,https://cd.ke.com/xiaoqu/1611041434822/,中楼层(共16层),2002年建,1室1厅,48.68平米,东南,0,1月前发布
780,锦江城市花园一期标准套二带大阳台,https://cd.ke.com/ershoufang/20020917710100115085.html,锦江城市花园一期,https://cd.ke.com/xiaoqu/1611041539854/,中楼层(共34层),2009年建,2室1厅,82.54平米,东南,2,1月前发布
781,锦江城市花园三期清水车位中型车位,https://cd.ke.com/ershoufang/20020917710100110487.html,锦江城市花园三期,https://cd.ke.com/xiaoqu/1611047140791/,地下室(共层)1室0厅,24.65平米,西,,,0,1月前发布
782,满五唯一标准套一拎包入住,https://cd.ke.com/ershoufang/20020917710100105230.html,东湖国际,https://cd.ke.com/xiaoqu/1611043090288/,中楼层(共33层),2012年建,1室1厅,57.2平米,东南,12,1月前发布
783,府河旁望江嘉苑一楼带花园标准套三双卫,https://cd.ke.com/ershoufang/20020917710100102318.html,望江嘉苑,https://cd.ke.com/xiaoqu/1611041529992/,低楼层(共6层),2003年建,3室2厅,114.74平米,西南,3,1月前发布
784,锦江区攀成钢上学好房实得面积大买套一得套二,https://cd.ke.com/ershoufang/20020817710100116623.html,镏金岁月,https://cd.ke.com/xiaoqu/1611041550235/,高楼层(共33层),2010年建,1室1厅,56.44平米,北,15,1月前发布
785,锦江明珠1室1厅南,https://cd.ke.com/ershoufang/20020817710100102161.html,锦江明珠,https://cd.ke.com/xiaoqu/1611041513765/,高楼层(共32层),2009年建,1室1厅,56.15平米,南,14,1月前发布
786,海桐三期1室1厅东南,https://cd.ke.com/ershoufang/20020817710100101830.html,海桐三期,https://cd.ke.com/xiaoqu/3011053375751/,低楼层(共22层),2014年建,1室1厅,46.63平米,东南,1,1月前发布
787,离公园近离地铁近，套二带车位，采光好，位置安静,https://cd.ke.com/ershoufang/20020817710100101045.html,致瑞雅苑B区,https://cd.ke.com/xiaoqu/168480461959337/,中楼层(共36层),2015年建,2室1厅,78.76平米,西南,8,1月前发布
788,海桐三期标准套一普通装修带转角阳台,https://cd.ke.com/ershoufang/20020717710100119318.html,海桐三期,https://cd.ke.com/xiaoqu/3011053375751/,高楼层(共24层),2014年建,1室1厅,46.5平米,东南,39,1月前发布
789,房子套二户型，装修房，中间楼层，采光充足,https://cd.ke.com/ershoufang/20020717710100110915.html,鑫苑名家二期,https://cd.ke.com/xiaoqu/1611047301096/,高楼层(共34层),2012年建,2室1厅,64平米,北南,1,1月前发布
790,东方桂苑2室1厅西,https://cd.ke.com/ershoufang/20020717710100110319.html,东方桂苑,https://cd.ke.com/xiaoqu/1611041478345/,高楼层(共11层),2006年建,2室1厅,59.94平米,西,1,1月前发布
791,惊现万科走廊带衣柜端头房,https://cd.ke.com/ershoufang/20020717710100109255.html,万科金润华府,https://cd.ke.com/xiaoqu/1611057882526/,中楼层(共35层),2012年建,2室1厅,67平米,东北,24,1月前发布
792,房子满两年了，简装，户型方正，视野采光不错,https://cd.ke.com/ershoufang/20020717710100104887.html,鑫苑名家二期,https://cd.ke.com/xiaoqu/1611047301096/,高楼层(共34层),2012年建,2室2厅,81.25平米,南北,11,1月前发布
793,满五唯一南北通透地鉄300米可上屋顶采光通风好,https://cd.ke.com/ershoufang/20020717710100104188.html,爱丁郡院,https://cd.ke.com/xiaoqu/3011053555256/,高楼层(共18层),2009年建,3室2厅,113.53平米,南北,41,1月前发布
794,金茂苑优质套二户型，对中庭安静舒适,https://cd.ke.com/ershoufang/20020717710100102770.html,金茂苑(锦江),https://cd.ke.com/xiaoqu/3011053880300/,中楼层(共7层),2003年建,2室1厅,90.34平米,西南,0,1月前发布
795,华都美林湾套三大横厅采光好,https://cd.ke.com/ershoufang/20020717710100100265.html,华都美林湾,https://cd.ke.com/xiaoqu/1611043094092/,高楼层(共33层),2012年建,3室2厅,132.76平米,西南东北,4,1月前发布
796,套三单卫装修房拎包入住客厅带阳台,https://cd.ke.com/ershoufang/20020617710100120518.html,卓锦城五期,https://cd.ke.com/xiaoqu/1611047075758/,低楼层(共29层),2012年建,3室1厅,86.13平米,东北,3,1月前发布
797,绿地468公馆三期3室1厅南,https://cd.ke.com/ershoufang/20020617710100119290.html,绿地468公馆三期,https://cd.ke.com/xiaoqu/167305930748357/,中楼层(共29层),2015年建,3室1厅,88.62平米,南,1,1月前发布
798,四海逸家产权车位，标准车位，位置方便,https://cd.ke.com/ershoufang/20020617710100117198.html,融创四海逸家,https://cd.ke.com/xiaoqu/1611100689584/,地下室(共层)1室0厅,27.9平米,东,,,0,1月前发布
799,2013年电梯小高层标准套二实得面积大,https://cd.ke.com/ershoufang/20020617710100111763.html,沙河上二期,https://cd.ke.com/xiaoqu/1611060729057/,中楼层(共15层),2013年建,2室1厅,71.97平米,东南,3,1月前发布
800,锦江城市花园二期中间楼层对中庭,https://cd.ke.com/ershoufang/20020617710100109075.html,锦江城市花园二期,https://cd.ke.com/xiaoqu/1611041538906/,低楼层(共34层),2010年建,2室1厅,51.15平米,西南,31,1月前发布
801,户型方正，客厅带阳台，视野开阔,https://cd.ke.com/ershoufang/20020617710100101847.html,ICC凯旋门,https://cd.ke.com/xiaoqu/1611877458128788/,高楼层(共43层),2018年建,3室2厅,133.72平米,北,4,1月前发布
802,瑞升望江橡树林三期3室1厅北东,https://cd.ke.com/ershoufang/20020617710100101778.html,瑞升望江橡树林三期,https://cd.ke.com/xiaoqu/1620042888152255/,高楼层(共39层),2017年建,3室1厅,96.28平米,北东,18,1月前发布
803,卓锦城四期（千树郡）房源情况简单介绍,https://cd.ke.com/ershoufang/20020517710100121594.html,卓锦城四期,https://cd.ke.com/xiaoqu/1611047075462/,高楼层(共24层),2010年建,2室2厅,88.47平米,东北,10,1月前发布
804,锦江国际标准精装套三，保养很好。业主诚心。,https://cd.ke.com/ershoufang/20020517710100121197.html,锦江国际花园,https://cd.ke.com/xiaoqu/1611062710807/,中楼层(共34层),2016年建,3室2厅,84.69平米,东,9,1月前发布
805,锦馨家园套二业主自住装修户型方正,https://cd.ke.com/ershoufang/20020517710100120543.html,锦馨家园A区,https://cd.ke.com/xiaoqu/3011052683437/,高楼层(共18层),2006年建,2室2厅,85.36平米,东南,5,1月前发布
806,沙河壹号精装套三户型方正采光好,https://cd.ke.com/ershoufang/20020517710100113768.html,沙河壹号二期,https://cd.ke.com/xiaoqu/3011053579030/,中楼层(共34层),2013年建,3室2厅,84.44平米,东,0,1月前发布
807,人居锦尚春天西南朝向安静套三急售,https://cd.ke.com/ershoufang/20020517710100109514.html,人居锦尚春天A区,https://cd.ke.com/xiaoqu/168800539259516/,高楼层(共34层)3室2厅,89.38平米,西南,,,56,1月前发布
808,！！！主卧带衣帽间，对公园，安静视野好,https://cd.ke.com/ershoufang/20020517710100106020.html,万科金润华府,https://cd.ke.com/xiaoqu/1611057882526/,低楼层(共35层),2012年建,2室2厅,64.87平米,西南,1,1月前发布
809,卓锦城四期2室1厅西南,https://cd.ke.com/ershoufang/20020517710100101448.html,卓锦城四期,https://cd.ke.com/xiaoqu/1611047075462/,中楼层(共24层),2010年建,2室1厅,89.89平米,西南,0,1月前发布
810,上东家园标准套二户型，采光好，空间大,https://cd.ke.com/ershoufang/20020517710100101241.html,上东家园,https://cd.ke.com/xiaoqu/3011053437765/,高楼层(共6层),2006年建,2室1厅,76.87平米,南北,0,1月前发布
811,精装套二，采光足，配套设施完善，交通便利，满五唯一,https://cd.ke.com/ershoufang/20020417710100123786.html,锦江城市花园一期,https://cd.ke.com/xiaoqu/1611041539854/,中楼层(共34层),2009年建,2室1厅,51.75平米,东南,0,1月前发布
812,俊发星雅俊园2室1厅南,https://cd.ke.com/ershoufang/20020417710100121595.html,俊发星雅俊园,https://cd.ke.com/xiaoqu/1611060973372/,高楼层(共33层),2015年建,2室1厅,69.65平米,南,7,1月前发布
813,万达旁爱家丽苑满2年精装修套二价格可谈业主诚心出售,https://cd.ke.com/ershoufang/20020417710100119127.html,爱家丽苑,https://cd.ke.com/xiaoqu/3011054116683/,低楼层(共11层),2004年建,2室2厅,87.55平米,东南,15,1月前发布
814,锦江区沙河边次新房满二年对中庭环境好,https://cd.ke.com/ershoufang/20020417710100113872.html,望江锦园,https://cd.ke.com/xiaoqu/1611058001960/,低楼层(共33层),2014年建,3室2厅,93.1平米,东北,26,1月前发布
815,绿地锦天府3室2厅南,https://cd.ke.com/ershoufang/20020417710100110526.html,绿地锦天府,https://cd.ke.com/xiaoqu/1611047571588/,中楼层(共30层),2014年建,3室2厅,270.98平米,南,7,1月前发布
816,蓝谷地三四期2室2厅东南,https://cd.ke.com/ershoufang/20020417710100103145.html,蓝谷地三四期,https://cd.ke.com/xiaoqu/3011053385423/,高楼层(共13层),2008年建,2室2厅,90.38平米,东南,1,1月前发布
817,粼江峰阁3室1厅东南,https://cd.ke.com/ershoufang/20020417710100101134.html,粼江峰阁,https://cd.ke.com/xiaoqu/1611041574572/,中楼层(共29层),2006年建,3室1厅,147.95平米,东南,1,1月前发布
818,俊发星雅俊园1室1厅南,https://cd.ke.com/ershoufang/20020317710100113299.html,俊发星雅俊园,https://cd.ke.com/xiaoqu/1611060973372/,低楼层(共37层),2015年建,1室1厅,37.85平米,南,0,1月前发布
819,红星路跃层，明厨明卫带花园，采光好。,https://cd.ke.com/ershoufang/20020317710100112680.html,天涯庭苑,https://cd.ke.com/xiaoqu/3011053674847/,高楼层(共18层),2006年建,4室2厅,163.92平米,南,2,1月前发布
820,装修套二带阳台，中间楼层对中庭，采光好，看房方便,https://cd.ke.com/ershoufang/20020317710100110850.html,卓锦城二期,https://cd.ke.com/xiaoqu/1611047071451/,低楼层(共24层),2008年建,2室1厅,95.12平米,南,1,1月前发布
821,业主急售万科金润华府套三双卫精装修,https://cd.ke.com/ershoufang/20020317710100110474.html,万科金润华府,https://cd.ke.com/xiaoqu/1611057882526/,低楼层(共35层),2012年建,3室1厅,88平米,东南,15,1月前发布
822,首开龙湖天璞3室2厅南北,https://cd.ke.com/ershoufang/20020317710100109699.html,首开龙湖天璞,https://cd.ke.com/xiaoqu/1620025266079208/,低楼层(共30层),2020年建,3室2厅,73平米,南北,1,1月前发布
823,绿地468云玺五期2室1厅东北,https://cd.ke.com/ershoufang/20020317710100109055.html,绿地468云玺五期,https://cd.ke.com/xiaoqu/1620026673981109/,高楼层(共39层)2室1厅,77.23平米,东北,,,0,1月前发布
824,精装修套二，带中央空调，带家具家电,https://cd.ke.com/ershoufang/20020317710100108117.html,ICC凯旋门,https://cd.ke.com/xiaoqu/1611877458128788/,低楼层(共43层),2018年建,2室2厅,90平米,西南,4,1月前发布
825,房东很诚心优质好房正在装修中,https://cd.ke.com/ershoufang/20020317710100104223.html,环球汇蔚然,https://cd.ke.com/xiaoqu/1620025408694359/,低楼层(共35层),2019年建,1室1厅,34平米,东南,3,1月前发布
826,金融城三期旁中港套二业主诚心出售,https://cd.ke.com/ershoufang/20020317710100103618.html,中港悦蓉府,https://cd.ke.com/xiaoqu/1614826032083808/,高楼层(共34层),2013年建,2室2厅,70.3平米,北,32,1月前发布
827,满二高楼层套三，视野好，近地铁,https://cd.ke.com/ershoufang/20020317710100100764.html,华润幸福里二期,https://cd.ke.com/xiaoqu/1611060836544/,高楼层(共32层),2015年建,3室2厅,89.11平米,东南,15,1月前发布
828,"华润凯旋天地，套三单卫,采光好,视野开阔",https://cd.ke.com/ershoufang/20020217710100107639.html,华润凯旋天地,https://cd.ke.com/xiaoqu/1611063461001/,低楼层(共33层),2015年建,3室1厅,78.39平米,东南,6,1月前发布
829,新莲馨套二，顶楼带花园，看房方便,https://cd.ke.com/ershoufang/20020217710100106449.html,新莲馨,https://cd.ke.com/xiaoqu/1611041885136/,高楼层(共6层),2004年建,2室1厅,83.82平米,东南,0,1月前发布
830,塔子山壹号4室2厅西南,https://cd.ke.com/ershoufang/20020217710100105190.html,塔子山壹号,https://cd.ke.com/xiaoqu/1611058895651/,低楼层(共33层),2015年建,4室2厅,159.23平米,西南,1,1月前发布
